Carex_laevigata||SPA|spm00002936|Spirostachyae
Carex_laevigata||SPA|spm00002934|Spirostachyae
Carex_paulo_vargasii||MOR|spm00002947|Spirostachyae
Carex_paulo_vargasii||MOR|spm00002950|Spirostachyae
Carex_paulo_vargasii||MOR|spm00002951|Spirostachyae
Carex_paulo_vargasii||MOR|spm00002952|Spirostachyae
Carex_paulo_vargasii||MOR|spm00002948|Spirostachyae
Carex_mairei||SPA|spm00004367|Spirostachyae
Carex_mairei||FRA|spm00002946|Spirostachyae
Carex_mairei||SPA|spm00002944|Spirostachyae
Carex_hochstetteriana||AZO|spm00002856|Spirostachyae
Carex_aethiopica||CPP|spm00004365|Spirostachyae
Carex_clavata|Carex_MOR_317||spm00004695|Spirostachyae
Carex_aethiopica||CPP|spm00002841|Spirostachyae
Carex_clavata||CPP|spm00002845|Spirostachyae
Carex_clavata||CPP|spm00002846|Spirostachyae
Carex_clavata||CPP|spm00004348|Spirostachyae
Carex_aethiopica||CPP|spm00000166|Spirostachyae
Carex_gunniana||TAS|spm00002926|Spirostachyae
Carex_gunniana||TAS|spm00002927|Spirostachyae
Carex_gunniana||TAS|spm00004360|Spirostachyae
Carex_rhynchoperigynium||MXE|spm00000295|Hymenochlaenae
Carex_fissirostris||MOR|spm00002918|Spirostachyae
Carex_fuscula||CLC|spm00002920|Spirostachyae
Carex_fuscula||CLS|spm00002922|Spirostachyae
Carex_fuscula||CLC|spm00004370|Spirostachyae
Carex_fuscula||CLS|spm00002923|Spirostachyae
Carex_fuscula||CLS|spm00002921|Spirostachyae
Carex_fuscula||AGE|spm00002925|Spirostachyae
Carex_fuscula||CLS|spm00002919|Spirostachyae
Carex_catharinensis||BZS|spm00004375|Spirostachyae
Carex_punctata||MOR|spm00004350|Spirostachyae
Carex_thouarsii||TDC|spm00002880|Spirostachyae
Carex_thouarsii||TDC|spm00002879|Spirostachyae
Carex_thouarsii||TDC|spm00002878|Spirostachyae
Carex_thouarsii||TDC|spm00004351|Spirostachyae
Carex_catharinensis||BZS|spm00002894|Spirostachyae
Carex_catharinensis||BZS|spm00002896|Spirostachyae
Carex_catharinensis||BZS|spm00002895|Spirostachyae
Carex_catharinensis||BZS|spm00002893|Spirostachyae
Carex_simensis||KEN|spm00004374|Spirostachyae
Carex_punctata||KRI|spm00002953|Spirostachyae
Carex_punctata||SPA|spm00002955|Spirostachyae
Carex_punctata||COR|spm00002956|Spirostachyae
Carex_punctata||MOR|spm00002957|Spirostachyae
Carex_lowei||MDR|spm00002859|Spirostachyae
Carex_helodes||MOR|spm00002929|Spirostachyae
Carex_blakei||NSW|spm00004358|Spirostachyae
Carex_helodes||POR|spm00002928|Spirostachyae
Carex_helodes||SPA|spm00002930|Spirostachyae
Carex_distans||MOR|spm00002907|Spirostachyae
Carex_distans||SPA|spm00002902|Spirostachyae
Carex_distans||KRI|spm00002903|Spirostachyae
Carex_distans||FRA|spm00002908|Spirostachyae
Carex_burchelliana||CPP|spm00002890|Spirostachyae
Carex_burchelliana||CPP|spm00002889|Spirostachyae
Carex_burchelliana||CPP|spm00004368|Spirostachyae
Carex_distans||MOR|spm00002900|Spirostachyae
Carex_distans||SPA|spm00002905|Spirostachyae
Carex_distans||TUR|spm00004354|Spirostachyae
Carex_troodi||CYP|spm00002960|Spirostachyae
Carex_troodi||CYP|spm00002961|Spirostachyae
Carex_troodi||CYP|spm00004356|Spirostachyae
Carex_distans|B226|GRC|spm00000844|Spirostachyae
Carex_idaea||KRI|spm00002931|Spirostachyae
Carex_distans||TUR|spm00002901|Spirostachyae
Carex_distans||IRN|spm00002910|Spirostachyae
Carex_idaea||KRI|spm00002932|Spirostachyae
Carex_distans||TUR|spm00002909|Spirostachyae
Carex_distans||BUL|spm00002906|Spirostachyae
Carex_idaea||KRI|spm00004380|Spirostachyae
Carex_diluta||IRN|spm00002898|Spirostachyae
Carex_diluta||TCS|spm00002899|Spirostachyae
Carex_diluta||TCS|spm00004364|Spirostachyae
Carex_lainzii||SPA|spm00002943|Spirostachyae
Carex_lainzii||SPA|spm00002941|Spirostachyae
Carex_lainzii||SPA|spm00004371|Spirostachyae
Carex_extensa||SPA|spm00002914|Spirostachyae
Carex_extensa||ITA|spm00002915|Spirostachyae
Carex_extensa||FIN|spm00002913|Spirostachyae
Carex_extensa||COR|spm00004369|Spirostachyae
Carex_extensa|B1246|VRG|spm00001853|Spirostachyae
Carex_ecklonii||CPP|spm00002912|Spirostachyae
Carex_ecklonii||CPP|spm00002911|Spirostachyae
Carex_vixdentata||AGE|spm00004366|Spirostachyae
Carex_tasmanica||TAS|spm00002958|Echinochlaenae
Carex_tasmanica||TAS|spm00002959|Echinochlaenae
Carex_tasmanica||TAS|spm00004362|Echinochlaenae
Carex_rubicunda|||spm00004423|Echinochlaenae
Carex_traversii||NZS|spm00002187|Echinochlaenae
Carex_pleiostachys|||spm00004408|Echinochlaenae
Carex_decurtata|||spm00004414|Echinochlaenae
Carex_blakei||NSW|spm00002887|Spirostachyae
Carex_blakei||NSW|spm00002888|Spirostachyae
Carex_lepidocarpa_subsp._lepidocarpa|||spm00003215|Ceratocystis
Carex_lepidocarpa_subsp._nevadensis||SPA|spm00003137|Ceratocystis
Carex_demissa_subsp._cedercreutzii||AZO|spm00003014|Ceratocystis
Carex_demissa||SPA|spm00003136|Ceratocystis
Carex_lepidocarpa_subsp._lepidocarpa||Slovenia|spm00003042|Ceratocystis
Carex_demissa|B1341|NSC|spm00001948|Ceratocystis
Carex_larensis||VEN|spm00000601|Ceratocystis
Carex_lepidocarpa_subsp._jemtlandica||NOR|spm00003055|Ceratocystis
Carex_demissa||MOR|spm00003243|Ceratocystis
Carex_viridula|||spm00003247|Ceratocystis
Carex_derelicta||CZE|spm00003350|Ceratocystis
Carex_viridula||KGZ|spm00003481|Ceratocystis
Carex_demissa_subsp._iranica||IRN|spm00000598|Ceratocystis
Carex_sagei||AGS|spm00000548|Ceratocystis
Carex_flava|B881|NFL|spm00001483|Ceratocystis
Carex_hostiana||UK|spm00003074|Ceratocystis
Carex_hostiana||SPA|spm00003274|Ceratocystis
Carex_hostiana|B1387|QUE|spm00001994|Ceratocystis
Carex_viridistellata|B1411||spm00002018|Ceratocystis
Carex_lutea|B1158|NCA|spm00001765|Ceratocystis
Carex_monotropa||NAT|spm00000215|Ceratocystis
Carex_bequaertii||KEN|spm00000172|Rhynchocystis
Carex_bequaertii||KEN|spm00000177|Rhynchocystis
Carex_bequaertii||ETH|spm00000173|Rhynchocystis
Carex_bequaertii||KEN|spm00000176|Rhynchocystis
Carex_bequaertii|Carex_MOR_313||spm00004693|Rhynchocystis
Carex_bequaertii||UGA|spm00000174|Rhynchocystis
Carex_mossii|27E1MMR11|NAT|spm00003760|Rhynchocystis
Carex_sylvatica|B983|WAS|spm00001590|Sylvaticae
Carex_sylvatica||SPA|spm00003168|Sylvaticae
Carex_folliculata|B293|DEL|spm00000911|Rostrales
Carex_lonchocarpa|B381|FLA|spm00000999|Rostrales
Carex_turgescens|B839|MSI|spm00001442|Rostrales
Carex_triquetra|B1193|CAL|spm00001800|Triquetrae
Carex_capillaris||NUN|spm00005470|Chlorostachyae
Carex_capillaris||NUN|spm00005473|Chlorostachyae
Carex_capillaris||NUN|spm00005471|Chlorostachyae
Carex_capillaris||NUN|spm00005472|Chlorostachyae
Carex_specuicola|B1207|ARI|spm00001814|Racemosae
Carex_idahoa|B956|MNT|spm00001563|Racemosae
Carex_serratodens|B619|CAL|spm00001226|Racemosae
Carex_aboriginum|B1231|IDA|spm00001838|Racemosae
Carex_atrosquama|B1113|MNT|spm00001720|Racemosae
Carex_nigerrima||PAK|spm00003469|Racemosae
Carex_pseudobicolor||PAK|spm00003380|Racemosae
Carex_heteroneura_var._papillosa|B268|UTA|spm00000886|Racemosae
Carex_nelsonii|B1225|MNT|spm00001832|Racemosae
Carex_heteroneura|B307|NEV|spm00000925|Racemosae
Carex_pelocarpa|B589|NEV|spm00001195|Racemosae
Carex_chalciolepis|B1523|COL|spm00002129|Racemosae
Carex_nova|B081|COL|spm00000700|Racemosae
Carex_sabulosa|B1039|YUK|spm00001646|Racemosae
Carex_moorcroftii||CHQ|spm00003370|Racemosae
Carex_praeclara||CHT|spm00003379|Racemosae
Carex_heterostachya|B1415||spm00002022|Paludosae
Carex_heterostachya||CHN|spm00003464|Paludosae
Carex_kansuensis||CHC|spm00003365|Racemosae
Carex_chalciolepis|B175|TAI|spm00000793|Racemosae
Carex_hancockiana||CHM|spm00003463|Racemosae
Carex_helleri|B861|CAL|spm00001464|Racemosae
Carex_norvegica||NUN|spm00005516|Racemosae
Carex_norvegica||NUN|spm00005518|Racemosae
Carex_norvegica|B1009|ORE|spm00001616|Racemosae
Carex_stevenii|B1103|COL|spm00001710|Racemosae
Carex_melanocephala||ALT|spm00006157|Racemosae
Carex_lehmannii||CHC|spm00003367|Racemosae
Carex_bijiangensis||CHT|spm00003354|Racemosae
Carex_buxbaumii||YUG|spm00000561|Racemosae
Carex_atropicta||AGS|spm00000519|Racemosae
Carex_blanda|blanda_3205|ILL|spm00002272|Laxiflorae
Carex_blanda|STA_183|ONT|spm00005146|Laxiflorae
Carex_laxiflora_var._gracillima|B309|KTY|spm00000927|Laxiflorae
Carex_laxiflora|STA_182|ARK|spm00005145|Laxiflorae
Carex_kraliana|B363|ARK|spm00000981|Laxiflorae
Carex_chapmanii|B214|FLA|spm00000832|Laxiflorae
Carex_albursina|Carex_STARR_1||FASTA.LABEL.NO.SPECIMEN.MATCH|Laxiflorae
Carex_hendersonii|B1340|BRC|spm00001947|Laxiflorae
Carex_klamathensis|B1463|ORE|spm00002069|Paniceae
Carex_hassei|B1260|CAL|spm00001867|Bicolores
Carex_livida||NWJ|spm00005230|Paniceae
Carex_bicolor||NUN|spm00005460|Bicolores
Carex_brachycalama||BOL|spm00000368|Paniceae
Carex_woodii|B1183|IOW|spm00001790|Paniceae
Carex_biltmoreana|B1462|NCA|spm00002068|Paniceae
Carex_ormostachya|B528|MIC|spm00001134|Laxiflorae
Carex_vaginata|||spm00005231|Paniceae
Carex_egena|D0265|KOR?|spm00000329|Paniceae
Carex_auriculata|D0527|KOR?|spm00000345|Paniceae
Carex_pallidula||FIN|spm00004388|Clandestinae
Carex_quadriflora|E0482|KOR?|spm00000347|Clandestinae
Carex_acidicola|B039|ALA|spm00000658|Griseae
Carex_thornei||ALA|spm00005326|Griseae
Carex_acidicola||GEO|spm00005280|Griseae
Carex_acidicola||ALA|spm00005279|Griseae
Carex_calcifugens|B049|FLA|spm00000668|Griseae
Carex_acidicola||ALA|spm00005278|Griseae
Carex_thornei||FLA|spm00005327|Griseae
Carex_paeninsulae||FLA|spm00005319|Griseae
Carex_paeninsulae||FLA|spm00005318|Griseae
Carex_calcifugens||GEO|spm00005287|Griseae
Carex_calcifugens||FLA|spm00005286|Griseae
Carex_planispicata||MSI|spm00005324|Griseae
Carex_thornei||GEO|spm00005328|Griseae
Carex_planispicata||MRY|spm00005323|Griseae
Carex_planispicata|B047|MRY|spm00000666|Griseae
Carex_thornei|B040|FLA|spm00000659|Griseae
Carex_paeninsulae|B842|FLA|spm00001445|Griseae
Carex_planispicata||TEN|spm00005325|Griseae
Carex_bulbostylis||MSI|spm00005285|Griseae
Carex_bulbostylis|B029|MSI|spm00000648|Griseae
Carex_oligocarpa||ARK|spm00005314|Griseae
Carex_oligocarpa||KTY|spm00005312|Griseae
Carex_oligocarpa||MSI|spm00005313|Griseae
Carex_oligocarpa|B931|ARK|spm00001532|Griseae
Carex_edwardsiana|B1536|TEX|spm00002142|Griseae
Carex_amphibola||MRY|spm00005282|Griseae
Carex_amphibola||SCA|spm00005283|Griseae
Carex_amphibola||ALA|spm00005281|Griseae
Carex_amphibola|B035|ALA|spm00000654|Griseae
Carex_godfreyi|B1180|ALA|spm00001787|Griseae
Carex_godfreyi||FLA|spm00005303|Griseae
Carex_godfreyi||ALA|spm00005304|Griseae
Carex_corrugata||TEX|spm00005292|Griseae
Carex_corrugata||ALA|spm00005293|Griseae
Carex_corrugata|B051|ALA|spm00000670|Griseae
Carex_grisea||KTY|spm00005305|Griseae
Carex_grisea||MRY|spm00005306|Griseae
Carex_grisea|B037|KTY|spm00000656|Griseae
Carex_grisea||TEX|spm00005307|Griseae
Carex_corrugata||SCA|spm00005291|Griseae
